Project,Bug,TestSuite,ScoringScheme,Family,Formula,TotalDefn,KillDefn,HybridScheme,AggregationDefn,Score,ScoreWRTLoadedClasses
Math,2,developer,first,mbfl,muse,elements,passfail,none,avg,0.000155133116146971,0.00135332084114095
Math,2,developer,first,mbfl,ochiai,tests,exact,none,max,0.00231506342557787,0.0201957110139496
Math,2,developer,first,sbfl,barinel,tests,,none,,0.000566832539767778,0.00494482615032271
Math,2,developer,first,sbfl,opt2,tests,,none,,0.000566832539767778,0.00494482615032271
Math,2,developer,first,sbfl,tarantula,tests,,none,,0.000566832539767778,0.00494482615032271
Math,2,developer,first,sbfl,jaccard,tests,,none,,0.000566832539767778,0.00494482615032271
Math,2,developer,first,sbfl,ochiai,tests,,none,,0.000566832539767778,0.00494482615032271
Math,2,developer,first,sbfl,dstar2,tests,,none,,0.000566832539767778,0.00494482615032271
Math,2,developer,last,hybrid,barinel,elements,type+message+location,mirror,avg,0.0012052649792957,0.0105142619196336
Math,2,developer,median,hybrid,barinel,elements,type+message+location,mirror,avg,0.0012052649792957,0.0105142619196336
Math,2,developer,mean,hybrid,barinel,elements,type+message+location,mirror,avg,0.0012052649792957,0.0105142619196336
Math,2,developer,first,hybrid,barinel,elements,type+message+location,mirror,avg,0.0012052649792957,0.0105142619196336
Math,2,developer,last,hybrid,barinel,elements,type+message+location,mirror,max,0.00242246327521808,0.0211326254424318
Math,2,developer,median,hybrid,barinel,elements,type+message+location,mirror,max,0.00242246327521808,0.0211326254424318
Math,2,developer,mean,hybrid,barinel,elements,type+message+location,mirror,max,0.00242246327521808,0.0211326254424318
Math,2,developer,first,hybrid,barinel,elements,type+message+location,mirror,max,0.00242246327521808,0.0211326254424318
Math,2,developer,last,hybrid,barinel,elements,type+message+location,constant,avg,0.00164083103616988,0.0143139704351447
Math,2,developer,median,hybrid,barinel,elements,type+message+location,constant,avg,0.00164083103616988,0.0143139704351447
Math,2,developer,mean,hybrid,barinel,elements,type+message+location,constant,avg,0.00164083103616988,0.0143139704351447
Math,2,developer,first,hybrid,barinel,elements,type+message+location,constant,avg,0.00164083103616988,0.0143139704351447
Math,2,developer,last,hybrid,barinel,elements,type+message+location,constant,max,0.00231506342557787,0.0201957110139496
Math,2,developer,median,hybrid,barinel,elements,type+message+location,constant,max,0.00231506342557787,0.0201957110139496
Math,2,developer,mean,hybrid,barinel,elements,type+message+location,constant,max,0.00231506342557787,0.0201957110139496
Math,2,developer,first,hybrid,barinel,elements,type+message+location,constant,max,0.00231506342557787,0.0201957110139496
Math,2,developer,last,mbfl,barinel,elements,type+message+location,none,avg,0.00164083103616988,0.0143139704351447
Math,2,developer,median,mbfl,barinel,elements,type+message+location,none,avg,0.00164083103616988,0.0143139704351447
Math,2,developer,mean,mbfl,barinel,elements,type+message+location,none,avg,0.00164083103616988,0.0143139704351447
Math,2,developer,first,mbfl,barinel,elements,type+message+location,none,avg,0.00164083103616988,0.0143139704351447
Math,2,developer,last,mbfl,barinel,elements,type+message+location,none,max,0.00231506342557787,0.0201957110139496
Math,2,developer,median,mbfl,barinel,elements,type+message+location,none,max,0.00231506342557787,0.0201957110139496
Math,2,developer,mean,mbfl,barinel,elements,type+message+location,none,max,0.00231506342557787,0.0201957110139496
Math,2,developer,first,mbfl,barinel,elements,type+message+location,none,max,0.00231506342557787,0.0201957110139496
Math,2,developer,last,hybrid,barinel,elements,type+message+location,numerator,avg,0.00164083103616988,0.0143139704351447
Math,2,developer,median,hybrid,barinel,elements,type+message+location,numerator,avg,0.00164083103616988,0.0143139704351447
Math,2,developer,mean,hybrid,barinel,elements,type+message+location,numerator,avg,0.00164083103616988,0.0143139704351447
Math,2,developer,first,hybrid,barinel,elements,type+message+location,numerator,avg,0.00164083103616988,0.0143139704351447
Math,2,developer,last,hybrid,barinel,elements,type+message+location,numerator,max,0.00231506342557787,0.0201957110139496
Math,2,developer,median,hybrid,barinel,elements,type+message+location,numerator,max,0.00231506342557787,0.0201957110139496
Math,2,developer,mean,hybrid,barinel,elements,type+message+location,numerator,max,0.00231506342557787,0.0201957110139496
Math,2,developer,first,hybrid,barinel,elements,type+message+location,numerator,max,0.00231506342557787,0.0201957110139496
Math,2,developer,last,hybrid,barinel,tests,type+message+location,mirror,avg,0.0012052649792957,0.0105142619196336
Math,2,developer,median,hybrid,barinel,tests,type+message+location,mirror,avg,0.0012052649792957,0.0105142619196336
Math,2,developer,mean,hybrid,barinel,tests,type+message+location,mirror,avg,0.0012052649792957,0.0105142619196336
Math,2,developer,first,hybrid,barinel,tests,type+message+location,mirror,avg,0.0012052649792957,0.0105142619196336
Math,2,developer,last,hybrid,barinel,tests,type+message+location,mirror,max,0.00242246327521808,0.0211326254424318
Math,2,developer,median,hybrid,barinel,tests,type+message+location,mirror,max,0.00242246327521808,0.0211326254424318
Math,2,developer,mean,hybrid,barinel,tests,type+message+location,mirror,max,0.00242246327521808,0.0211326254424318
Math,2,developer,first,hybrid,barinel,tests,type+message+location,mirror,max,0.00242246327521808,0.0211326254424318
Math,2,developer,last,hybrid,barinel,tests,type+message+location,constant,avg,0.00164083103616988,0.0143139704351447
Math,2,developer,median,hybrid,barinel,tests,type+message+location,constant,avg,0.00164083103616988,0.0143139704351447
Math,2,developer,mean,hybrid,barinel,tests,type+message+location,constant,avg,0.00164083103616988,0.0143139704351447
Math,2,developer,first,hybrid,barinel,tests,type+message+location,constant,avg,0.00164083103616988,0.0143139704351447
