Project,Bug,TestSuite,ScoringScheme,Family,Formula,TotalDefn,KillDefn,HybridScheme,AggregationDefn,Score,ScoreWRTLoadedClasses
Math,1,developer,first,mbfl,muse,elements,passfail,none,avg,3.55800135204051e-05,0.00075642965204236
Math,1,developer,first,mbfl,ochiai,tests,exact,none,max,0.000124530047321418,0.00264750378214826
Math,1,developer,first,sbfl,barinel,tests,,none,,0.000148250056335021,0.00315179021684317
Math,1,developer,first,sbfl,opt2,tests,,none,,0.00575803218805223,0.122415532022189
Math,1,developer,first,sbfl,tarantula,tests,,none,,0.000148250056335021,0.00315179021684317
Math,1,developer,first,sbfl,jaccard,tests,,none,,0.000171970065348625,0.00365607665153807
Math,1,developer,first,sbfl,ochiai,tests,,none,,0.00020755007886903,0.00441250630358043
Math,1,developer,first,sbfl,dstar2,tests,,none,,0.00020755007886903,0.00441250630358043
Math,1,developer,last,hybrid,barinel,elements,type+message+location,mirror,avg,0.000676020256887698,0.0143721633888048
Math,1,developer,median,hybrid,barinel,elements,type+message+location,mirror,avg,0.00055149020956628,0.0117246596066566
Math,1,developer,mean,hybrid,barinel,elements,type+message+location,mirror,avg,0.00055149020956628,0.0117246596066566
Math,1,developer,first,hybrid,barinel,elements,type+message+location,mirror,avg,0.000426960162244862,0.00907715582450832
Math,1,developer,last,hybrid,barinel,elements,type+message+location,mirror,max,0.000225340085629233,0.00479072112960161
Math,1,developer,median,hybrid,barinel,elements,type+message+location,mirror,max,0.000163075061968524,0.00346696923852748
Math,1,developer,mean,hybrid,barinel,elements,type+message+location,mirror,max,0.000163075061968524,0.00346696923852748
Math,1,developer,first,hybrid,barinel,elements,type+message+location,mirror,max,0.000100810038307815,0.00214321734745335
Math,1,developer,last,hybrid,barinel,elements,type+message+location,constant,avg,0.00055742021181968,0.0118507312153303
Math,1,developer,median,hybrid,barinel,elements,type+message+location,constant,avg,0.000498120189285672,0.010590015128593
Math,1,developer,mean,hybrid,barinel,elements,type+message+location,constant,avg,0.000498120189285672,0.010590015128593
Math,1,developer,first,hybrid,barinel,elements,type+message+location,constant,avg,0.000438820166751663,0.00932929904185577
Math,1,developer,last,hybrid,barinel,elements,type+message+location,constant,max,0.00020755007886903,0.00441250630358043
Math,1,developer,median,hybrid,barinel,elements,type+message+location,constant,max,0.000148250056335021,0.00315179021684317
Math,1,developer,mean,hybrid,barinel,elements,type+message+location,constant,max,0.000148250056335021,0.00315179021684317
Math,1,developer,first,hybrid,barinel,elements,type+message+location,constant,max,8.89500338010128e-05,0.0018910741301059
Math,1,developer,last,mbfl,barinel,elements,type+message+location,none,avg,0.00055742021181968,0.0118507312153303
Math,1,developer,median,mbfl,barinel,elements,type+message+location,none,avg,0.000498120189285672,0.010590015128593
Math,1,developer,mean,mbfl,barinel,elements,type+message+location,none,avg,0.000498120189285672,0.010590015128593
Math,1,developer,first,mbfl,barinel,elements,type+message+location,none,avg,0.000438820166751663,0.00932929904185577
Math,1,developer,last,mbfl,barinel,elements,type+message+location,none,max,0.00020755007886903,0.00441250630358043
Math,1,developer,median,mbfl,barinel,elements,type+message+location,none,max,0.000148250056335021,0.00315179021684317
Math,1,developer,mean,mbfl,barinel,elements,type+message+location,none,max,0.000148250056335021,0.00315179021684317
Math,1,developer,first,mbfl,barinel,elements,type+message+location,none,max,8.89500338010128e-05,0.0018910741301059
Math,1,developer,last,hybrid,barinel,elements,type+message+location,numerator,avg,0.00055742021181968,0.0118507312153303
Math,1,developer,median,hybrid,barinel,elements,type+message+location,numerator,avg,0.000498120189285672,0.010590015128593
Math,1,developer,mean,hybrid,barinel,elements,type+message+location,numerator,avg,0.000498120189285672,0.010590015128593
Math,1,developer,first,hybrid,barinel,elements,type+message+location,numerator,avg,0.000438820166751663,0.00932929904185577
Math,1,developer,last,hybrid,barinel,elements,type+message+location,numerator,max,0.000201620076615629,0.00428643469490671
Math,1,developer,median,hybrid,barinel,elements,type+message+location,numerator,max,0.000133425050701519,0.00283661119515885
Math,1,developer,mean,hybrid,barinel,elements,type+message+location,numerator,max,0.000133425050701519,0.00283661119515885
Math,1,developer,first,hybrid,barinel,elements,type+message+location,numerator,max,6.52300247874094e-05,0.00138678769541099
Math,1,developer,last,hybrid,barinel,tests,type+message+location,mirror,avg,0.000676020256887698,0.0143721633888048
