Project,Bug,TestSuite,ScoringScheme,Family,Formula,TotalDefn,KillDefn,HybridScheme,AggregationDefn,Score,ScoreWRTLoadedClasses
Lang,1,developer,first,mbfl,muse,elements,passfail,none,avg,0.0381560218559163,0.288541666666667
Lang,1,developer,first,mbfl,ochiai,tests,exact,none,max,4.59157904403324e-05,0.000347222222222222
Lang,1,developer,first,sbfl,barinel,tests,,none,,0.000160705266541164,0.00121527777777778
Lang,1,developer,first,sbfl,opt2,tests,,none,,0.000160705266541164,0.00121527777777778
Lang,1,developer,first,sbfl,tarantula,tests,,none,,0.000160705266541164,0.00121527777777778
Lang,1,developer,first,sbfl,jaccard,tests,,none,,0.000160705266541164,0.00121527777777778
Lang,1,developer,first,sbfl,ochiai,tests,,none,,0.000160705266541164,0.00121527777777778
Lang,1,developer,first,sbfl,dstar2,tests,,none,,0.000160705266541164,0.00121527777777778
Lang,1,developer,last,hybrid,barinel,elements,type+message+location,mirror,avg,0.000229578952201662,0.00173611111111111
Lang,1,developer,median,hybrid,barinel,elements,type+message+location,mirror,avg,0.00018366316176133,0.00138888888888889
Lang,1,developer,mean,hybrid,barinel,elements,type+message+location,mirror,avg,0.000153052634801108,0.00115740740740741
Lang,1,developer,first,hybrid,barinel,elements,type+message+location,mirror,avg,4.59157904403324e-05,0.000347222222222222
Lang,1,developer,last,hybrid,barinel,elements,type+message+location,mirror,max,0.000206621056981496,0.0015625
Lang,1,developer,median,hybrid,barinel,elements,type+message+location,mirror,max,9.18315808806649e-05,0.000694444444444444
Lang,1,developer,mean,hybrid,barinel,elements,type+message+location,mirror,max,0.000114789476100831,0.000868055555555556
Lang,1,developer,first,hybrid,barinel,elements,type+message+location,mirror,max,4.59157904403324e-05,0.000347222222222222
Lang,1,developer,last,hybrid,barinel,elements,type+message+location,constant,avg,0.000298452637862161,0.00225694444444444
Lang,1,developer,median,hybrid,barinel,elements,type+message+location,constant,avg,0.000229578952201662,0.00173611111111111
Lang,1,developer,mean,hybrid,barinel,elements,type+message+location,constant,avg,0.000191315793501385,0.00144675925925926
Lang,1,developer,first,hybrid,barinel,elements,type+message+location,constant,avg,4.59157904403324e-05,0.000347222222222222
Lang,1,developer,last,hybrid,barinel,elements,type+message+location,constant,max,0.000252536847421828,0.00190972222222222
Lang,1,developer,median,hybrid,barinel,elements,type+message+location,constant,max,0.000114789476100831,0.000868055555555556
Lang,1,developer,mean,hybrid,barinel,elements,type+message+location,constant,max,0.000137747371320997,0.00104166666666667
Lang,1,developer,first,hybrid,barinel,elements,type+message+location,constant,max,4.59157904403324e-05,0.000347222222222222
Lang,1,developer,last,mbfl,barinel,elements,type+message+location,none,avg,0.000275494742641995,0.00208333333333333
Lang,1,developer,median,mbfl,barinel,elements,type+message+location,none,avg,0.000229578952201662,0.00173611111111111
Lang,1,developer,mean,mbfl,barinel,elements,type+message+location,none,avg,0.00018366316176133,0.00138888888888889
Lang,1,developer,first,mbfl,barinel,elements,type+message+location,none,avg,4.59157904403324e-05,0.000347222222222222
Lang,1,developer,last,mbfl,barinel,elements,type+message+location,none,max,0.000252536847421828,0.00190972222222222
Lang,1,developer,median,mbfl,barinel,elements,type+message+location,none,max,0.000114789476100831,0.000868055555555556
Lang,1,developer,mean,mbfl,barinel,elements,type+message+location,none,max,0.000137747371320997,0.00104166666666667
Lang,1,developer,first,mbfl,barinel,elements,type+message+location,none,max,4.59157904403324e-05,0.000347222222222222
Lang,1,developer,last,hybrid,barinel,elements,type+message+location,numerator,avg,0.000298452637862161,0.00225694444444444
Lang,1,developer,median,hybrid,barinel,elements,type+message+location,numerator,avg,0.000229578952201662,0.00173611111111111
Lang,1,developer,mean,hybrid,barinel,elements,type+message+location,numerator,avg,0.000191315793501385,0.00144675925925926
Lang,1,developer,first,hybrid,barinel,elements,type+message+location,numerator,avg,4.59157904403324e-05,0.000347222222222222
Lang,1,developer,last,hybrid,barinel,elements,type+message+location,numerator,max,0.000252536847421828,0.00190972222222222
Lang,1,developer,median,hybrid,barinel,elements,type+message+location,numerator,max,0.000114789476100831,0.000868055555555556
Lang,1,developer,mean,hybrid,barinel,elements,type+message+location,numerator,max,0.000137747371320997,0.00104166666666667
Lang,1,developer,first,hybrid,barinel,elements,type+message+location,numerator,max,4.59157904403324e-05,0.000347222222222222
Lang,1,developer,last,hybrid,barinel,tests,type+message+location,mirror,avg,0.000229578952201662,0.00173611111111111
Lang,1,developer,median,hybrid,barinel,tests,type+message+location,mirror,avg,0.00018366316176133,0.00138888888888889
Lang,1,developer,mean,hybrid,barinel,tests,type+message+location,mirror,avg,0.000153052634801108,0.00115740740740741
Lang,1,developer,first,hybrid,barinel,tests,type+message+location,mirror,avg,4.59157904403324e-05,0.000347222222222222
Lang,1,developer,last,hybrid,barinel,tests,type+message+location,mirror,max,0.000206621056981496,0.0015625
Lang,1,developer,median,hybrid,barinel,tests,type+message+location,mirror,max,9.18315808806649e-05,0.000694444444444444
Lang,1,developer,mean,hybrid,barinel,tests,type+message+location,mirror,max,0.000114789476100831,0.000868055555555556
Lang,1,developer,first,hybrid,barinel,tests,type+message+location,mirror,max,4.59157904403324e-05,0.000347222222222222
Lang,1,developer,last,hybrid,barinel,tests,type+message+location,constant,avg,0.000298452637862161,0.00225694444444444
Lang,1,developer,median,hybrid,barinel,tests,type+message+location,constant,avg,0.000229578952201662,0.00173611111111111
