Project,Bug,TestSuite,ScoringScheme,Family,Formula,TotalDefn,KillDefn,HybridScheme,AggregationDefn,Score,ScoreWRTLoadedClasses
Lang,3,developer,first,mbfl,muse,elements,passfail,none,avg,0.0380877815133791,0.28815331010453
Lang,3,developer,first,mbfl,ochiai,tests,exact,none,max,0.000115138396352416,0.000871080139372822
Lang,3,developer,first,sbfl,barinel,tests,,none,,0.000138166075622899,0.00104529616724739
Lang,3,developer,first,sbfl,opt2,tests,,none,,0.000138166075622899,0.00104529616724739
Lang,3,developer,first,sbfl,tarantula,tests,,none,,0.000138166075622899,0.00104529616724739
Lang,3,developer,first,sbfl,jaccard,tests,,none,,0.000138166075622899,0.00104529616724739
Lang,3,developer,first,sbfl,ochiai,tests,,none,,0.000138166075622899,0.00104529616724739
Lang,3,developer,first,sbfl,dstar2,tests,,none,,0.000138166075622899,0.00104529616724739
Lang,3,developer,last,hybrid,barinel,elements,type+message+location,mirror,avg,0.0391470547598213,0.29616724738676
Lang,3,developer,median,hybrid,barinel,elements,type+message+location,mirror,avg,0.0195965550591811,0.148257839721254
Lang,3,developer,mean,hybrid,barinel,elements,type+message+location,mirror,avg,0.0195965550591811,0.148257839721254
Lang,3,developer,first,hybrid,barinel,elements,type+message+location,mirror,avg,4.60553585409662e-05,0.000348432055749129
Lang,3,developer,last,hybrid,barinel,elements,type+message+location,mirror,max,0.0391470547598213,0.29616724738676
Lang,3,developer,median,hybrid,barinel,elements,type+message+location,mirror,max,0.0197001796158983,0.14904181184669
Lang,3,developer,mean,hybrid,barinel,elements,type+message+location,mirror,max,0.0197001796158983,0.14904181184669
Lang,3,developer,first,hybrid,barinel,elements,type+message+location,mirror,max,0.000253304471975314,0.00191637630662021
Lang,3,developer,last,hybrid,barinel,elements,type+message+location,constant,avg,0.0391470547598213,0.29616724738676
Lang,3,developer,median,hybrid,barinel,elements,type+message+location,constant,avg,0.0195965550591811,0.148257839721254
Lang,3,developer,mean,hybrid,barinel,elements,type+message+location,constant,avg,0.0195965550591811,0.148257839721254
Lang,3,developer,first,hybrid,barinel,elements,type+message+location,constant,avg,4.60553585409662e-05,0.000348432055749129
Lang,3,developer,last,hybrid,barinel,elements,type+message+location,constant,max,0.0391470547598213,0.29616724738676
