Project,Bug,TestSuite,ScoringScheme,Family,Formula,TotalDefn,KillDefn,HybridScheme,AggregationDefn,Score,ScoreWRTLoadedClasses
Lang,10,developer,first,mbfl,muse,elements,passfail,none,avg,4.89188924762743e-05,0.000685871056241427
Lang,10,developer,first,mbfl,ochiai,tests,exact,none,max,9.78377849525487e-05,0.00137174211248285
Lang,10,developer,first,sbfl,barinel,tests,,none,,0.00337540358086293,0.0473251028806584
Lang,10,developer,first,sbfl,opt2,tests,,none,,0.00298405244105273,0.041838134430727
Lang,10,developer,first,sbfl,tarantula,tests,,none,,0.00337540358086293,0.0473251028806584
Lang,10,developer,first,sbfl,jaccard,tests,,none,,0.00337540358086293,0.0473251028806584
Lang,10,developer,first,sbfl,ochiai,tests,,none,,0.00332648468838665,0.046639231824417
Lang,10,developer,first,sbfl,dstar2,tests,,none,,0.00332648468838665,0.046639231824417
Lang,10,developer,last,hybrid,barinel,elements,type+message+location,mirror,avg,0.0070443205165835,0.0987654320987654
Lang,10,developer,median,hybrid,barinel,elements,type+message+location,mirror,avg,0.00308189022600528,0.0432098765432099
Lang,10,developer,mean,hybrid,barinel,elements,type+message+location,mirror,avg,0.00271771624868191,0.0381039475689681
Lang,10,developer,first,hybrid,barinel,elements,type+message+location,mirror,avg,0.000195675569905097,0.00274348422496571
Lang,10,developer,last,hybrid,barinel,elements,type+message+location,mirror,max,0.00768026611877507,0.107681755829904
Lang,10,developer,median,hybrid,barinel,elements,type+message+location,mirror,max,0.00146756677428823,0.0205761316872428
Lang,10,developer,mean,hybrid,barinel,elements,type+message+location,mirror,max,0.00217960843144289,0.0305593659503125
Lang,10,developer,first,hybrid,barinel,elements,type+message+location,mirror,max,9.78377849525487e-05,0.00137174211248285
Lang,10,developer,last,hybrid,barinel,elements,type+message+location,constant,avg,0.0109089130222092,0.152949245541838
Lang,10,developer,median,hybrid,barinel,elements,type+message+location,constant,avg,0.00234810683886117,0.0329218106995885
Lang,10,developer,mean,hybrid,barinel,elements,type+message+location,constant,avg,0.00380480274815467,0.0533455265965554
Lang,10,developer,first,hybrid,barinel,elements,type+message+location,constant,avg,9.78377849525487e-05,0.00137174211248285
Lang,10,developer,last,hybrid,barinel,elements,type+message+location,constant,max,0.00902553566187262,0.126543209876543
Lang,10,developer,median,hybrid,barinel,elements,type+message+location,constant,max,0.000904999510811075,0.0126886145404664
Lang,10,developer,mean,hybrid,barinel,elements,type+message+location,constant,max,0.00244594462381372,0.0342935528120713
Lang,10,developer,first,hybrid,barinel,elements,type+message+location,constant,max,9.78377849525487e-05,0.00137174211248285
Lang,10,developer,last,mbfl,barinel,elements,type+message+location,none,avg,0.0184913413560317,0.259259259259259
Lang,10,developer,median,mbfl,barinel,elements,type+message+location,none,avg,0.00237256628509931,0.0332647462277092
Lang,10,developer,mean,mbfl,barinel,elements,type+message+location,none,avg,0.00501962191131548,0.0703779911598842
Lang,10,developer,first,mbfl,barinel,elements,type+message+location,none,avg,9.78377849525487e-05,0.00137174211248285
Lang,10,developer,last,mbfl,barinel,elements,type+message+location,none,max,0.0184913413560317,0.259259259259259
Lang,10,developer,median,mbfl,barinel,elements,type+message+location,none,max,0.000904999510811075,0.0126886145404664
Lang,10,developer,mean,mbfl,barinel,elements,type+message+location,none,max,0.00454945700029351,0.0637860082304527
Lang,10,developer,first,mbfl,barinel,elements,type+message+location,none,max,9.78377849525487e-05,0.00137174211248285
Lang,10,developer,last,hybrid,barinel,elements,type+message+location,numerator,avg,0.0184913413560317,0.259259259259259
Lang,10,developer,median,hybrid,barinel,elements,type+message+location,numerator,avg,0.00242148517757558,0.0339506172839506
Lang,10,developer,mean,hybrid,barinel,elements,type+message+location,numerator,avg,0.00504136364130494,0.0706828227404359
Lang,10,developer,first,hybrid,barinel,elements,type+message+location,numerator,avg,9.78377849525487e-05,0.00137174211248285
Lang,10,developer,last,hybrid,barinel,elements,type+message+location,numerator,max,0.0184913413560317,0.259259259259259
Lang,10,developer,median,hybrid,barinel,elements,type+message+location,numerator,max,0.00095391840328735,0.0133744855967078
Lang,10,developer,mean,hybrid,barinel,elements,type+message+location,numerator,max,0.00457119873028297,0.0640908398110044
Lang,10,developer,first,hybrid,barinel,elements,type+message+location,numerator,max,9.78377849525487e-05,0.00137174211248285
Lang,10,developer,last,hybrid,barinel,tests,type+message+location,mirror,avg,0.0070443205165835,0.0987654320987654
Lang,10,developer,median,hybrid,barinel,tests,type+message+location,mirror,avg,0.00308189022600528,0.0432098765432099
Lang,10,developer,mean,hybrid,barinel,tests,type+message+location,mirror,avg,0.00271771624868191,0.0381039475689681
Lang,10,developer,first,hybrid,barinel,tests,type+message+location,mirror,avg,0.000195675569905097,0.00274348422496571
Lang,10,developer,last,hybrid,barinel,tests,type+message+location,mirror,max,0.00768026611877507,0.107681755829904
Lang,10,developer,median,hybrid,barinel,tests,type+message+location,mirror,max,0.00146756677428823,0.0205761316872428
Lang,10,developer,mean,hybrid,barinel,tests,type+message+location,mirror,max,0.00217960843144289,0.0305593659503125
Lang,10,developer,first,hybrid,barinel,tests,type+message+location,mirror,max,9.78377849525487e-05,0.00137174211248285
Lang,10,developer,last,hybrid,barinel,tests,type+message+location,constant,avg,0.0109089130222092,0.152949245541838
Lang,10,developer,median,hybrid,barinel,tests,type+message+location,constant,avg,0.00234810683886117,0.0329218106995885
Lang,10,developer,mean,hybrid,barinel,tests,type+message+location,constant,avg,0.00380480274815467,0.0533455265965554
Lang,10,developer,first,hybrid,barinel,tests,type+message+location,constant,avg,9.78377849525487e-05,0.00137174211248285
Lang,10,developer,last,hybrid,barinel,tests,type+message+location,constant,max,0.00902553566187262,0.126543209876543
Lang,10,developer,median,hybrid,barinel,tests,type+message+location,constant,max,0.000904999510811075,0.0126886145404664
Lang,10,developer,mean,hybrid,barinel,tests,type+message+location,constant,max,0.00244594462381372,0.0342935528120713
Lang,10,developer,first,hybrid,barinel,tests,type+message+location,constant,max,9.78377849525487e-05,0.00137174211248285
Lang,10,developer,last,mbfl,barinel,tests,type+message+location,none,avg,0.0184913413560317,0.259259259259259
Lang,10,developer,median,mbfl,barinel,tests,type+message+location,none,avg,0.00237256628509931,0.0332647462277092
Lang,10,developer,mean,mbfl,barinel,tests,type+message+location,none,avg,0.00501962191131548,0.0703779911598842
Lang,10,developer,first,mbfl,barinel,tests,type+message+location,none,avg,9.78377849525487e-05,0.00137174211248285
Lang,10,developer,last,mbfl,barinel,tests,type+message+location,none,max,0.0184913413560317,0.259259259259259
Lang,10,developer,median,mbfl,barinel,tests,type+message+location,none,max,0.000904999510811075,0.0126886145404664
Lang,10,developer,mean,mbfl,barinel,tests,type+message+location,none,max,0.00454945700029351,0.0637860082304527
Lang,10,developer,first,mbfl,barinel,tests,type+message+location,none,max,9.78377849525487e-05,0.00137174211248285
Lang,10,developer,last,hybrid,barinel,tests,type+message+location,numerator,avg,0.0184913413560317,0.259259259259259
Lang,10,developer,median,hybrid,barinel,tests,type+message+location,numerator,avg,0.00242148517757558,0.0339506172839506
Lang,10,developer,mean,hybrid,barinel,tests,type+message+location,numerator,avg,0.00504136364130494,0.0706828227404359
Lang,10,developer,first,hybrid,barinel,tests,type+message+location,numerator,avg,9.78377849525487e-05,0.00137174211248285
Lang,10,developer,last,hybrid,barinel,tests,type+message+location,numerator,max,0.0184913413560317,0.259259259259259
Lang,10,developer,median,hybrid,barinel,tests,type+message+location,numerator,max,0.00095391840328735,0.0133744855967078
Lang,10,developer,mean,hybrid,barinel,tests,type+message+location,numerator,max,0.00457119873028297,0.0640908398110044
Lang,10,developer,first,hybrid,barinel,tests,type+message+location,numerator,max,9.78377849525487e-05,0.00137174211248285
Lang,10,developer,last,hybrid,muse,elements,type+message+location,mirror,avg,0.00430486253791214,0.0603566529492455
Lang,10,developer,median,hybrid,muse,elements,type+message+location,mirror,avg,0.0015164856667645,0.0212620027434842
Lang,10,developer,mean,hybrid,muse,elements,type+message+location,mirror,avg,0.00210894780897716,0.0295686633135193
Lang,10,developer,first,hybrid,muse,elements,type+message+location,mirror,avg,0.000929458957049212,0.0130315500685871
Lang,10,developer,last,hybrid,muse,elements,type+message+location,mirror,max,0.00430486253791214,0.0603566529492455
Lang,10,developer,median,hybrid,muse,elements,type+message+location,mirror,max,0.00107621563447804,0.0150891632373114
Lang,10,developer,mean,hybrid,muse,elements,type+message+location,mirror,max,0.00175564469664851,0.0246151501295534
Lang,10,developer,first,hybrid,muse,elements,type+message+location,mirror,max,0.000978377849525487,0.0137174211248285
Lang,10,developer,last,hybrid,muse,elements,type+message+location,constant,avg,0.00579688875843851,0.0812757201646091
Lang,10,developer,median,hybrid,muse,elements,type+message+location,constant,avg,0.00195675569905097,0.0274348422496571
Lang,10,developer,mean,hybrid,muse,elements,type+message+location,constant,avg,0.00225570448640598,0.0316262764822436
Lang,10,developer,first,hybrid,muse,elements,type+message+location,constant,avg,4.89188924762743e-05,0.000685871056241427
Lang,10,developer,last,hybrid,muse,elements,type+message+location,constant,max,0.00631053712943939,0.088477366255144
Lang,10,developer,median,hybrid,muse,elements,type+message+location,constant,max,0.000758242833382252,0.0106310013717421
Lang,10,developer,mean,hybrid,muse,elements,type+message+location,constant,max,0.00176108012914588,0.0246913580246914
Lang,10,developer,first,hybrid,muse,elements,type+message+location,constant,max,4.89188924762743e-05,0.000685871056241427
Lang,10,developer,last,mbfl,muse,elements,type+message+location,none,avg,0.0153116133450739,0.214677640603567
Lang,10,developer,median,mbfl,muse,elements,type+message+location,none,avg,0.00198121514528911,0.0277777777777778
Lang,10,developer,mean,mbfl,muse,elements,type+message+location,none,avg,0.00418800073921882,0.0587181832037799
Lang,10,developer,first,mbfl,muse,elements,type+message+location,none,avg,4.89188924762743e-05,0.000685871056241427
Lang,10,developer,last,mbfl,muse,elements,type+message+location,none,max,0.0157763428235985,0.22119341563786
Lang,10,developer,median,mbfl,muse,elements,type+message+location,none,max,0.000758242833382252,0.0106310013717421
Lang,10,developer,mean,mbfl,muse,elements,type+message+location,none,max,0.00386459250562567,0.0541838134430727
Lang,10,developer,first,mbfl,muse,elements,type+message+location,none,max,4.89188924762743e-05,0.000685871056241427
Lang,10,developer,last,hybrid,muse,elements,type+message+location,numerator,avg,0.0153116133450739,0.214677640603567
Lang,10,developer,median,hybrid,muse,elements,type+message+location,numerator,avg,0.00198121514528911,0.0277777777777778
Lang,10,developer,mean,hybrid,muse,elements,type+message+location,numerator,avg,0.00418800073921882,0.0587181832037799
Lang,10,developer,first,hybrid,muse,elements,type+message+location,numerator,avg,4.89188924762743e-05,0.000685871056241427
Lang,10,developer,last,hybrid,muse,elements,type+message+location,numerator,max,0.0157763428235985,0.22119341563786
Lang,10,developer,median,hybrid,muse,elements,type+message+location,numerator,max,0.000758242833382252,0.0106310013717421
Lang,10,developer,mean,hybrid,muse,elements,type+message+location,numerator,max,0.00386459250562567,0.0541838134430727
Lang,10,developer,first,hybrid,muse,elements,type+message+location,numerator,max,4.89188924762743e-05,0.000685871056241427
Lang,10,developer,last,hybrid,muse,tests,type+message+location,mirror,avg,0.0053321592799139,0.0747599451303155
Lang,10,developer,median,hybrid,muse,tests,type+message+location,mirror,avg,0.00303297133352901,0.0425240054869684
Lang,10,developer,mean,hybrid,muse,tests,type+message+location,mirror,avg,0.00290795638608964,0.0407712238987959
Lang,10,developer,first,hybrid,muse,tests,type+message+location,mirror,avg,0.000929458957049212,0.0130315500685871
Lang,10,developer,last,hybrid,muse,tests,type+message+location,mirror,max,0.0053321592799139,0.0747599451303155
Lang,10,developer,median,hybrid,muse,tests,type+message+location,mirror,max,0.00102729674200176,0.01440329218107
Lang,10,developer,mean,hybrid,muse,tests,type+message+location,mirror,max,0.00203285175401407,0.0285017527815882
Lang,10,developer,first,hybrid,muse,tests,type+message+location,mirror,max,0.00102729674200176,0.01440329218107
Lang,10,developer,last,hybrid,muse,tests,type+message+location,constant,avg,0.00701986107034537,0.0984224965706447
Lang,10,developer,median,hybrid,muse,tests,type+message+location,constant,avg,0.00313080911848156,0.0438957475994513
Lang,10,developer,mean,hybrid,muse,tests,type+message+location,constant,avg,0.00290252095359228,0.040695016003658
Lang,10,developer,first,hybrid,muse,tests,type+message+location,constant,avg,4.89188924762743e-05,0.000685871056241427
Lang,10,developer,last,hybrid,muse,tests,type+message+location,constant,max,0.00741121221015556,0.103909465020576
Lang,10,developer,median,hybrid,muse,tests,type+message+location,constant,max,0.000758242833382252,0.0106310013717421
Lang,10,developer,mean,hybrid,muse,tests,type+message+location,constant,max,0.00200567459152725,0.0281207133058985
Lang,10,developer,first,hybrid,muse,tests,type+message+location,constant,max,4.89188924762743e-05,0.000685871056241427
Lang,10,developer,last,mbfl,muse,tests,type+message+location,none,avg,0.0164856667645045,0.231138545953361
Lang,10,developer,median,mbfl,muse,tests,type+message+location,none,avg,0.00315526856471969,0.044238683127572
Lang,10,developer,mean,mbfl,muse,tests,type+message+location,none,avg,0.00484025263890248,0.0678631306203323
Lang,10,developer,first,mbfl,muse,tests,type+message+location,none,avg,4.89188924762743e-05,0.000685871056241427
Lang,10,developer,last,mbfl,muse,tests,type+message+location,none,max,0.0168770179043146,0.236625514403292
Lang,10,developer,median,mbfl,muse,tests,type+message+location,none,max,0.000758242833382252,0.0106310013717421
Lang,10,developer,mean,mbfl,muse,tests,type+message+location,none,max,0.00410918696800704,0.0576131687242798
Lang,10,developer,first,mbfl,muse,tests,type+message+location,none,max,4.89188924762743e-05,0.000685871056241427
Lang,10,developer,last,hybrid,muse,tests,type+message+location,numerator,avg,0.0184913413560317,0.259259259259259
Lang,10,developer,median,hybrid,muse,tests,type+message+location,numerator,avg,0.00413364641424518,0.0579561042524005
Lang,10,developer,mean,hybrid,muse,tests,type+message+location,numerator,avg,0.00561208405352814,0.0786846517299192
Lang,10,developer,first,hybrid,muse,tests,type+message+location,numerator,avg,4.89188924762743e-05,0.000685871056241427
Lang,10,developer,last,hybrid,muse,tests,type+message+location,numerator,max,0.0184913413560317,0.259259259259259
Lang,10,developer,median,hybrid,muse,tests,type+message+location,numerator,max,0.000758242833382252,0.0106310013717421
Lang,10,developer,mean,hybrid,muse,tests,type+message+location,numerator,max,0.00446792551283306,0.0626428898033836
Lang,10,developer,first,hybrid,muse,tests,type+message+location,numerator,max,4.89188924762743e-05,0.000685871056241427
Lang,10,developer,last,hybrid,opt2,elements,type+message+location,mirror,avg,0.00513648371000881,0.0720164609053498
Lang,10,developer,median,hybrid,opt2,elements,type+message+location,mirror,avg,0.00396243029057822,0.0555555555555556
Lang,10,developer,mean,hybrid,opt2,elements,type+message+location,mirror,avg,0.00296231071106328,0.0415333028501753
Lang,10,developer,first,hybrid,opt2,elements,type+message+location,mirror,avg,0.000489188924762743,0.00685871056241427
Lang,10,developer,last,hybrid,opt2,elements,type+message+location,mirror,max,0.00518540260248508,0.0727023319615912
Lang,10,developer,median,hybrid,opt2,elements,type+message+location,mirror,max,0.00117405341943058,0.0164609053497942
Lang,10,developer,mean,hybrid,opt2,elements,type+message+location,mirror,max,0.0017882572916327,0.025072397500381
Lang,10,developer,first,hybrid,opt2,elements,type+message+location,mirror,max,0.000244594462381372,0.00342935528120713
Lang,10,developer,last,hybrid,opt2,elements,type+message+location,constant,avg,0.00902553566187262,0.126543209876543
Lang,10,developer,median,hybrid,opt2,elements,type+message+location,constant,avg,0.00410918696800704,0.0576131687242798
Lang,10,developer,mean,hybrid,opt2,elements,type+message+location,constant,avg,0.00373414212568894,0.0523548239597622
Lang,10,developer,first,hybrid,opt2,elements,type+message+location,constant,avg,4.89188924762743e-05,0.000685871056241427
Lang,10,developer,last,hybrid,opt2,elements,type+message+location,constant,max,0.00902553566187262,0.126543209876543
Lang,10,developer,median,hybrid,opt2,elements,type+message+location,constant,max,0.000758242833382252,0.0106310013717421
Lang,10,developer,mean,hybrid,opt2,elements,type+message+location,constant,max,0.00236441313635326,0.0331504343850023
Lang,10,developer,first,hybrid,opt2,elements,type+message+location,constant,max,4.89188924762743e-05,0.000685871056241427
Lang,10,developer,last,mbfl,opt2,elements,type+message+location,none,avg,0.0184913413560317,0.259259259259259
Lang,10,developer,median,mbfl,opt2,elements,type+message+location,none,avg,0.00413364641424518,0.0579561042524005
Lang,10,developer,mean,mbfl,opt2,elements,type+message+location,none,avg,0.00561208405352814,0.0786846517299192
Lang,10,developer,first,mbfl,opt2,elements,type+message+location,none,avg,4.89188924762743e-05,0.000685871056241427
Lang,10,developer,last,mbfl,opt2,elements,type+message+location,none,max,0.0184913413560317,0.259259259259259
Lang,10,developer,median,mbfl,opt2,elements,type+message+location,none,max,0.000758242833382252,0.0106310013717421
Lang,10,developer,mean,mbfl,opt2,elements,type+message+location,none,max,0.00446792551283306,0.0626428898033836
Lang,10,developer,first,mbfl,opt2,elements,type+message+location,none,max,4.89188924762743e-05,0.000685871056241427
Lang,10,developer,last,hybrid,opt2,elements,type+message+location,numerator,avg,0.00902553566187262,0.126543209876543
Lang,10,developer,median,hybrid,opt2,elements,type+message+location,numerator,avg,0.00410918696800704,0.0576131687242798
Lang,10,developer,mean,hybrid,opt2,elements,type+message+location,numerator,avg,0.00350585396079966,0.0491540923639689
Lang,10,developer,first,hybrid,opt2,elements,type+message+location,numerator,avg,4.89188924762743e-05,0.000685871056241427
Lang,10,developer,last,hybrid,opt2,elements,type+message+location,numerator,max,0.00902553566187262,0.126543209876543
